cik,as_of,label,days_to_event,signal,confidence,risk_score,risk_probability,steps,terminated_because,verification_passed,tools_called,baseline_seen,rationale,residual,evidence
1893311,2025-04-01,1,166,severe_risk,1.0,98.0,0.98,9,model_finished,1,available_periods|check_going_concern|get_metric|check_threshold|get_metric|get_metric|get_metric|get_metric|get_filing_events,0,"The company is in severe financial and operational distress. It is balance-sheet insolvent (liabilities to assets > 1) and loss-making (negative ROA). Liquidity is poor (quick ratio < 1). Most critically, the auditor has issued a going concern doubt in the latest 10-Q (filed 2024-11-19), and the company has a history of reporting failures, including 13 filing events (late filings and delisting notices) and a non-reliance notice on previous financial statements. This combination of insolvency, auditor warnings, and governance collapse makes bankruptcy highly likely.",,liabilities_to_assets=1.0123 | return_on_assets=-0.2772 | quick_ratio=0.5953 | ohlson_o_score=-3.1935
2488,2025-07-01,0,,healthy,0.9,2.0,0.02,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events|get_trend|get_trend,0,"The company exhibits strong liquidity (Quick Ratio 1.83) and excellent debt serviceability (Interest Coverage 20.65). Profitability is positive and improving (ROA 2.37%). There are no auditor going-concern doubts, no material weaknesses, and no credit-related 8-K events in the lookback period. While total liabilities were not tagged (preventing an Ohlson O-score), the available metrics and lack of distress signals strongly indicate a healthy financial position.",,quick_ratio=1.8287 | interest_coverage=20.6522 | return_on_assets=0.0237
29534,2025-07-01,0,,healthy,0.9,7.0,0.07,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend|get_trend|get_peer_comparison,0,"The company shows strong signs of stability: a very low Ohlson O-score, no auditor going-concern doubts, and no credit-related filing events in the last 540 days. While the quick ratio is low (0.21) and the return on assets has been trending downward for four consecutive periods, the company remains profitable and lacks the acute distress signals (like covenant breaches or material weaknesses) that typically precede a bankruptcy filing. The risk is low, though the declining profitability and tight liquidity warrant a non-zero score.",,ohlson_o_score=-6.772077136045621 | quick_ratio=0.2114930885049315 | return_on_assets=0.036143726925612345 | liabilities_to_assets=0.7618677743454132
33213,2025-07-01,0,,healthy,0.9,12.0,0.12,10,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_peer_comparison|get_metric,0,"The company exhibits strong solvency with a low liabilities-to-assets ratio (0.39) and a very low Ohlson O-score (-8.71), suggesting a low probability of bankruptcy. While liquidity is tight (current ratio of 0.70) and profitability is low and declining (ROA 0.0058), the company remains profitable and is covering its interest obligations (interest coverage 1.51). There are no auditor going-concern warnings or recent credit-related filing events.",,ohlson_o_score=-8.71 | liabilities_to_assets=0.39 | interest_coverage=1.51 | current_ratio=0.7
64803,2025-07-01,0,,watch,0.9,22.0,0.22,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_peer_comparison|check_threshold,0,"The company is currently stable with no auditor going-concern doubts, no material weaknesses, and no recent credit-related filing events. It remains profitable (positive ROA) and can cover its interest obligations (interest coverage > 2). However, liquidity is a point of concern: the quick ratio is below the 0.8 threshold and has deteriorated consistently over the last three years. Additionally, interest coverage has declined sharply from the previous year. While the Ohlson O-score is strongly negative (indicating low risk), the deteriorating liquidity and coverage trends warrant a 'watch' signal.",,quick_ratio=0.597312342658582 | interest_coverage=2.8789722785666 | ohlson_o_score=-7.58387445415879 | return_on_assets=0.0182216693323855
70318,2025-07-01,0,,healthy,1.0,2.0,0.02,9,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events,0,"The company exhibits strong financial health across all key metrics. It has a very low Ohlson O-score, healthy liquidity (quick ratio > 1), strong interest coverage, and high return on assets. Furthermore, there are no auditor going-concern doubts, no material weaknesses, and no recent credit-related filing events or prior distress history.",,ohlson_o_score=-7.78 | quick_ratio=1.7 | interest_coverage=7.21 | return_on_assets=0.14
89800,2025-07-01,0,,healthy,0.9,8.0,0.08,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events|get_trend|get_trend|get_peer_comparison,0,"The company exhibits strong and improving profitability (ROA of 11.3%), which is a powerful indicator of financial health. While the quick ratio is low (0.457) and has been trending downward, the absence of any auditor going-concern doubts, material weaknesses, or 8-K credit events (covenant breaches, etc.) suggests that the liquidity position is managed or acceptable within its business model. The combination of high profitability and a clean filing record makes a bankruptcy filing within the next 12 months highly unlikely.",,quick_ratio=0.457 | return_on_assets=0.113
92122,2025-07-01,0,,healthy,1.0,5.0,0.05,9,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_peer_comparison,0,"The company exhibits strong financial health across multiple dimensions. The Ohlson O-Score is very low, indicating a low probability of distress. Profitability (ROA) is positive and trending upwards. Interest coverage is healthy, and there are no auditor going-concern warnings or credit-related filing events. While the quick ratio is below 1.0, it is not a primary concern given the overall stability and profitability.",,ohlson_o_score=-7.37 | interest_coverage=2.58 | return_on_assets=0.029 | quick_ratio=0.67 | liabilities_to_assets=0.75
720154,2025-07-01,1,337,severe_risk,0.9,78.0,0.78,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|check_going_concern|get_filing_events|get_prior_distress_events|check_threshold,0,"The company is in severe credit distress. The most critical indicator is the auditor's explicit statement of substantial doubt about the company's ability to continue as a going concern in the latest 10-Q. This is corroborated by severe financial metrics: interest coverage is negative (-1.84), meaning the company cannot cover its interest obligations from operating income, and return on assets is consistently negative (-13.88%). Additionally, the company has reported material weaknesses in its internal control over financial reporting and has a history of late filings. While the quick ratio (1.22) provides some short-term liquidity, the fundamental insolvency indicated by the auditor and the lack of profitability make bankruptcy highly likely within the next 12 months.",,interest_coverage=-1.842974148963399 | return_on_assets=-0.13878988073374535 | ohlson_o_score=-4.3234655067468335 | liabilities_to_assets=0.781785883861621
723254,2025-07-01,0,,healthy,0.9,3.0,0.03,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_line_item|get_line_item|get_metric|get_trend,0,"The company exhibits strong financial health across all available metrics. Liquidity is robust (Quick Ratio 1.52), debt serviceability is very high (Interest Coverage 20.53), and profitability is positive and trending upward (ROA 0.17). Furthermore, there are no auditor going-concern doubts, no material weaknesses, and no adverse filing events (covenant breaches or delisting notices) in the lookback period. While total liabilities were not tagged, the combination of high interest coverage and strong liquidity makes the risk of bankruptcy within 12 months extremely low.",,quick_ratio=1.52 | interest_coverage=20.53 | return_on_assets=0.17
745732,2025-07-01,0,,healthy,1.0,2.0,0.02,9,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend,0,"The company exhibits strong financial health across all available metrics. The quick ratio is above 1.0, indicating sufficient liquidity. The interest coverage ratio is exceptionally high, suggesting negligible debt service pressure. Return on assets is strong (14%) and has shown a steady upward trend over the last five years. Furthermore, there are no auditor going-concern doubts, no material weaknesses, and no credit-related filing events in the last 540 days. The missing total liabilities data is offset by the strength of the other indicators.",,quick_ratio=1.09 | interest_coverage=1645.8 | return_on_assets=0.14
764065,2025-07-01,0,,watch,0.8,24.0,0.24,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|check_going_concern|get_filing_events|get_prior_distress_events|get_peer_comparison,0,"The company exhibits signs of operational deterioration, evidenced by a multi-year decline in Return on Assets (ROA) which has now turned negative. Liquidity is tight with a quick ratio of 0.55, and the presence of a material weakness in internal controls over financial reporting adds risk. However, the Ohlson O-score is very low, there are no auditor going-concern doubts, and no recent credit-related filing events (8-Ks). This suggests that while the company is under stress, it is not currently facing an imminent bankruptcy crisis.",,ohlson_o_score=-6.563593380212244 | return_on_assets=-0.035995607962954125 | quick_ratio=0.5457555689343769 | liabilities_to_assets=0.6707404401584952
764478,2025-07-01,0,,healthy,0.9,8.0,0.08,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|check_threshold|get_peer_comparison|get_prior_distress_events,0,"The company exhibits a severe liquidity deficiency as indicated by a quick ratio of 0.39, which has deteriorated over the last five years. However, this is strongly offset by high profitability (ROA of 6.27%) and an exceptionally strong interest coverage ratio (24.75), suggesting that the company generates ample earnings to meet its debt obligations. Furthermore, there are no auditor going-concern doubts, no material weaknesses, and no recent credit-related filing events (8-Ks). The low quick ratio likely reflects an industry-specific capital structure or efficient working capital management rather than imminent insolvency.",,quick_ratio=0.3915918163672655 | interest_coverage=24.745098039215687 | return_on_assets=0.06271140576376674
827187,2025-07-01,1,346,severe_risk,0.8,92.0,0.92,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend|get_trend|get_metric|get_peer_comparison,0,"The company is in a state of severe financial distress. It is technically insolvent with a liabilities-to-assets ratio of 1.52 and possesses almost no liquidity (quick ratio of 0.086). Furthermore, it cannot cover its interest payments from operating income (interest coverage of 0.47), and this metric has deteriorated sharply from 3.57 in 2022. While the latest 10-Q does not contain a going concern qualification, the quantitative evidence of insolvency and illiquidity is overwhelming and suggests a very high probability of bankruptcy within the next 12 months.",,liabilities_to_assets=1.5246 | quick_ratio=0.086 | interest_coverage=0.4729 | return_on_assets=-0.0236
866787,2025-07-01,0,,healthy,0.9,3.0,0.03,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_line_item|get_line_item|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events|get_trend,0,"The company exhibits strong financial health with consistent profitability (ROA ~15.5%) and robust interest coverage (8.14x). There are no auditor going-concern warnings, no material weaknesses, and no recent credit-related filing events. While the quick ratio is slightly below 1.0, the overall profitability and debt service capacity indicate very low distress risk.",,return_on_assets=0.155 | interest_coverage=8.14 | quick_ratio=0.84
1001233,2025-07-01,1,357,severe_risk,1.0,92.0,0.92,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|check_going_concern|get_filing_events|get_prior_distress_events,0,"The company is in severe distress. The most critical evidence is the explicit 'going concern' doubt in the latest 10-Q filing and two separate delisting notices (8-K 3.01) within the last 15 months. Financially, the company is suffering from deep losses (ROA -0.96) and a rapidly deteriorating liquidity position, with the quick ratio falling from 4.6 to 1.1 over four years. These factors combined make a bankruptcy filing within 12 months highly likely.",,quick_ratio=1.1285 | return_on_assets=-0.9636 | liabilities_to_assets=0.7759 | ohlson_o_score=-0.2678
1037976,2025-07-01,0,,healthy,0.9,5.0,0.05,11,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_peer_comparison,0,"The company exhibits strong financial health across multiple indicators. There are no auditor going-concern doubts or material weaknesses, and no credit-related filing events (8-Ks) in the last 540 days. The Ohlson O-Score is significantly negative, suggesting a very low probability of distress. Liquidity is stable with a quick ratio above 1.0, and the company remains profitable with a positive return on assets. Leverage is moderate.",,ohlson_o_score=-7.7479 | quick_ratio=1.0467 | liabilities_to_assets=0.5887 | return_on_assets=0.0326
1058623,2025-07-01,1,246,severe_risk,0.9,88.0,0.88,10,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_trend|get_metric|get_metric|get_prior_distress_events,0,"The company exhibits severe financial distress. Its balance sheet is nearly exhausted (liabilities to assets = 0.99), and it is suffering from heavy operating losses (ROA -25.3%, Interest Coverage -3.48). Most critically, the company has received three delisting notices in the last six months, which is a strong signal of imminent failure or severe regulatory non-compliance often tied to financial collapse. While the quick ratio (1.85) provides a temporary liquidity buffer, the negative operating income suggests this cash is being depleted. The lack of a going-concern qualification in the latest 10-Q is noted, but the quantitative metrics and delisting events outweigh this.",,liabilities_to_assets=0.9937862546696953 | return_on_assets=-0.2532107926615051 | interest_coverage=-3.484754634678299 | quick_ratio=1.854198747178161
1090012,2025-07-01,0,,healthy,0.9,8.0,0.08,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_metric|get_trend|get_peer_comparison|check_threshold|check_threshold,0,"The company exhibits strong financial health indicators. It is profitable (ROA ~9.5%) and maintains a healthy liquidity position (Quick Ratio ~0.95). There are no auditor going-concern doubts, no material weaknesses, and no credit-related filing events (such as covenant breaches or delisting notices) in the lookback period. While the quick ratio has trended slightly downward over three years, it remains well within a safe range.",,quick_ratio=0.9468 | return_on_assets=0.0948
1099219,2025-07-01,0,,watch,0.9,22.0,0.22,11,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_trend|get_metric|get_trend|get_metric|get_peer_comparison|get_prior_distress_events,0,"The company exhibits a high liabilities-to-assets ratio (95.9%) that has steadily increased over the last five years, indicating a thin equity cushion. This is compounded by a reported material weakness in internal controls over financial reporting specifically related to the estimation of reserves for group annuity benefits, which is a critical risk for an insurance-type entity. However, the company remains profitable (positive ROA), maintains a healthy interest coverage ratio (8.12), has no auditor going-concern doubts, and has no recent credit events or prior distress signals. The risk is structural rather than immediate, warranting a 'watch' status.",,liabilities_to_assets=0.9591 | interest_coverage=8.1247 | return_on_assets=0.0065
1133421,2025-07-01,0,,healthy,0.9,5.0,0.05,11,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_peer_comparison,0,"The company shows no signs of credit distress. There are no auditor going-concern doubts, no material weaknesses, and no credit-related filing events (8-Ks). Financial metrics are strong: interest coverage is high (7.04), ROA is positive (8.46%), and the Ohlson O-Score is significantly negative, indicating low bankruptcy risk. While the quick ratio is slightly below 1.0, it is not a critical concern given the overall profitability and debt service capacity.",,quick_ratio=0.9073471121177803 | liabilities_to_assets=0.6902287323487105 | ohlson_o_score=-7.72177547954514 | interest_coverage=7.037037037037037 | return_on_assets=0.08456411191474705
1159167,2025-07-01,1,166,severe_risk,0.9,92.0,0.92,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend,0,"The company is in severe financial distress. The most critical indicator is the auditor's 'going concern' warning in the latest 10-Q (May 2025), stating substantial doubt about the company's ability to survive the next 12 months. This is supported by a negative interest coverage ratio (-4.79), meaning the company cannot pay its interest expenses from operating income, and a high liabilities-to-assets ratio (0.88). Additionally, a prior covenant breach (8-K 2.04) and persistent negative ROA (-28%) further underscore the risk. While the quick ratio is near 1.0, it is insufficient to offset the structural insolvency and lack of profitability.",,interest_coverage=-4.788372093023256 | return_on_assets=-0.28193677260107297 | liabilities_to_assets=0.8813512691397827 | ohlson_o_score=-3.405406055148512
1177394,2025-07-01,0,,healthy,0.95,2.0,0.02,10,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend,0,"The company exhibits strong signs of financial stability. The Ohlson O-Score is significantly below the distress threshold. Profitability (ROA) is positive and stable over the last three years. Liquidity (quick ratio) is stable. There are no auditor going-concern doubts, no material weaknesses, and no recent credit-related filing events (8-Ks). The absence of interest expense suggests low or no interest-bearing debt, further reducing the risk of default.",,ohlson_o_score=-7.024 | quick_ratio=0.757 | return_on_assets=0.0228 | liabilities_to_assets=0.735
1206264,2025-07-01,0,,healthy,0.9,15.0,0.15,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_metric|get_peer_comparison|get_prior_distress_events,0,"The company exhibits strong interest coverage (4.7x) and positive return on assets (6.4%), indicating it is currently profitable and able to meet its debt obligations. While the liabilities-to-assets ratio is high (0.90), it has shown a consistent improving trend over the last three years, moving away from technical insolvency (1.00 in 2022). Liquidity is somewhat tight with a quick ratio of 0.64, but the absence of auditor going-concern doubts, material weaknesses, or recent credit events suggests a stable financial position.",,interest_coverage=4.704747774480712 | liabilities_to_assets=0.9049729115109357 | quick_ratio=0.6439654274705822 | return_on_assets=0.06425991572470069
1220754,2025-07-01,1,50,severe_risk,0.9,88.0,0.88,8,model_finished,1,available_periods|check_going_concern|get_metric|get_metric|get_metric|get_metric|get_filing_events|get_trend,0,"The company is in severe distress. The auditor has explicitly issued a going concern warning in the 10-Q filed 2025-05-09, and the company received a delisting notice (8-K code 3.01) on 2025-05-08. Financially, the company is insolvent with liabilities exceeding assets (liabilities_to_assets = 1.02), a condition that has worsened steadily over the last five years. These qualitative and quantitative signals combined indicate a very high probability of bankruptcy within the next 12 months.",,liabilities_to_assets=1.0232565168297536 | quick_ratio=0.7932486140779575 | ohlson_o_score=-4.725785350712825
1254699,2025-07-01,1,289,watch,0.9,24.0,0.24,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_peer_comparison|check_threshold,0,"The company shows signs of operational distress, characterized by negative return on assets and a steadily declining quick ratio (now flagged below 0.8). However, there are no critical distress signals: no auditor going-concern doubts, no material weaknesses, and no credit-related 8-K filings in the last 540 days. The Ohlson O-Score remains low, suggesting that while the company is struggling with profitability and liquidity, it is not yet in a state of imminent collapse. The lack of interest expense data suggests that debt service may not be the primary driver of risk, but the operational losses require monitoring.",,quick_ratio=0.7178683385579937 | return_on_assets=-0.10809990898978664 | ohlson_o_score=-6.055933224221956 | liabilities_to_assets=0.65931843462433
1326380,2025-07-01,0,,healthy,1.0,2.0,0.02,8,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_metric,0,"The company exhibits exceptional financial health. It has a very high quick ratio (7.33), indicating strong short-term liquidity, and very low leverage (liabilities-to-assets of 0.16). The Ohlson O-score is deeply negative (-11.44), which is strongly associated with low bankruptcy risk. It is profitable (ROA 2.23%) and has no auditor going-concern warnings. While there was a change in certifying accountant in December 2024, the overall financial metrics are too strong for this to be a primary indicator of distress.",,ohlson_o_score=-11.44 | quick_ratio=7.33 | liabilities_to_assets=0.16 | return_on_assets=0.022
1355096,2025-07-01,1,289,severe_risk,0.9,88.0,0.88,9,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_trend|get_metric|get_metric|check_going_concern|get_filing_events,0,"The company exhibits severe financial distress. It has negative equity (liabilities to assets > 1), is unprofitable (negative ROA), and cannot cover its interest expenses from operating income (negative interest coverage). Most critically, the company has received four delisting notices within the last year, including one in May 2025. While the auditor has not yet issued a going-concern qualification, the combination of insolvency and repeated regulatory failures strongly suggests a high probability of bankruptcy within the next 12 months.",,liabilities_to_assets=1.0957 | interest_coverage=-1.7286 | return_on_assets=-0.1396 | quick_ratio=0.8216
1455684,2025-07-01,1,41,severe_risk,0.9,88.0,0.88,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend,0,"The company exhibits severe financial distress characterized by negative equity (liabilities to assets ratio of 1.54), an inability to cover interest payments from operations, and significant negative returns on assets. The financial position is rapidly deteriorating, as seen in the trend of increasing leverage and decreasing liquidity. Furthermore, the company received two delisting notices in May 2025 and reported a material impairment in June 2024. While the latest 10-Q does not contain a going-concern qualification, the combination of insolvency (on a balance sheet basis) and the threat of delisting indicates a very high probability of bankruptcy within the next 12 months.",,liabilities_to_assets=1.538996973127845 | interest_coverage=-1.176314650508548 | return_on_assets=-0.3476094064095751 | quick_ratio=0.9306999628666914
1456772,2025-07-01,1,121,severe_risk,0.9,92.0,0.92,8,model_finished,1,available_periods|check_going_concern|get_metric|get_metric|get_metric|get_metric|get_metric|get_filing_events,0,"The company is in severe distress. The auditor's latest 10-Q explicitly states there is substantial doubt about the company's ability to continue as a going concern and mentions that the company may consider reorganization in a bankruptcy court. Additionally, the company received a notice of delisting or failure to satisfy a listing rule on 2025-03-26. Financial metrics show a negative return on assets and a liabilities-to-assets ratio of approximately 0.70. The inability to compute key liquidity and coverage metrics (quick ratio, interest coverage) due to missing line items further indicates financial instability.",,return_on_assets=-0.03560879536486804 | liabilities_to_assets=0.6983993348483081
1484769,2025-07-01,0,,elevated_risk,0.8,48.0,0.48,11,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_trend|get_prior_distress_events,0,"The company exhibits several signs of financial stress: high leverage (83% liabilities to assets), negative interest coverage, and deteriorating liquidity (quick ratio 0.53). Additionally, a material weakness in internal controls and a recent auditor change (May 2025) increase the risk profile. While the Ohlson O-Score is low and there is an improving trend in ROA and interest coverage, the combination of poor liquidity, high leverage, and governance red flags (auditor change/material weakness) justifies an elevated risk rating.",,quick_ratio=0.531770427033971 | interest_coverage=-9.40058507577211 | liabilities_to_assets=0.832209669694866 | ohlson_o_score=-3.60834122062082 | return_on_assets=-0.159875184235049
1510295,2025-07-01,0,,watch,0.9,22.0,0.22,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_trend|get_peer_comparison,0,"The company exhibits a consistent and sharp deterioration in liquidity (quick ratio), profitability (ROA), and debt service capacity (interest coverage) over the last three years. While absolute values remain stable for now—interest coverage is still nearly 5x, the company remains profitable, and there are no auditor going-concern doubts—the negative trajectory is a significant warning sign. The risk is categorized as 'watch' because the current balance sheet provides a buffer, but the trend suggests a weakening credit profile.",,quick_ratio=0.7144 | interest_coverage=4.9788 | return_on_assets=0.0437 | ohlson_o_score=-7.5248
1519061,2025-07-01,1,329,elevated_risk,0.8,48.0,0.48,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_line_item|get_line_item|get_line_item|check_going_concern|get_filing_events|get_prior_distress_events|get_metric,0,"The company is experiencing significant losses relative to its asset base, as evidenced by a Return on Assets (ROA) of -13.2%. While the quick ratio of 0.89 suggests some liquidity pressure, it is not yet critical. Crucially, there are no auditor going-concern warnings, no material weaknesses, and no credit-related 8-K events in the recent lookback period, which mitigates the immediate risk of a bankruptcy filing. However, the sustained negative profitability and the absence of total liability data in the latest filings place the company in an elevated risk category.",,return_on_assets=-0.1318 | quick_ratio=0.8891
1532286,2025-07-01,1,215,severe_risk,0.8,78.0,0.78,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend|get_prior_distress_events,0,"The company exhibits severe structural distress. It is technically insolvent with a liabilities-to-assets ratio of 1.18, and its ability to service debt from operations has collapsed (interest coverage dropped from 1.34 to 0.17 over three years). Furthermore, the company has received two delisting notices within the last year, indicating failure to meet exchange requirements. While the quick ratio (1.47) suggests some short-term liquidity and the auditor has not yet issued a going-concern warning, the combination of negative equity, negative ROA, and regulatory warnings points to a high probability of credit distress.",,liabilities_to_assets=1.18347237805352 | interest_coverage=0.174197696849243 | return_on_assets=-0.114092580455237 | quick_ratio=1.46769268502054
1705012,2025-07-01,1,209,severe_risk,0.9,87.0,0.87,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_prior_distress_events|get_peer_comparison,0,"The company is technically insolvent with a liabilities-to-assets ratio of 1.35, which has deteriorated steadily over the last four years. It is unable to cover its interest obligations from operating income (interest coverage of -0.43) and possesses very poor liquidity (quick ratio of 0.27). While the latest 10-Q/A does not contain a going concern qualification, the quantitative evidence of insolvency and negative earnings strongly indicates a high probability of credit distress or bankruptcy within the next 12 months.",,liabilities_to_assets=1.3534903636270554 | interest_coverage=-0.43307347818875436 | quick_ratio=0.26687807559768834 | return_on_assets=-0.14726205380482757
1744489,2025-07-01,0,,elevated_risk,0.8,72.0,0.72,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_prior_distress_events|get_trend,0,"The company exhibits severe and chronic operational distress. Interest coverage has been negative for four consecutive years, indicating that operating income is insufficient to cover interest expenses. Liquidity is also deteriorating, with the quick ratio falling significantly over the last five years to 0.67. A material impairment event was reported in early 2024. While the auditor has not yet issued a going concern warning and the ROA is slightly positive (suggesting non-operating income or one-time gains), the fundamental inability to service debt from operations creates a high risk of bankruptcy within the next 12 months.",,interest_coverage=-7.536714975845411 | quick_ratio=0.6710887597907454 | return_on_assets=0.025339034446205517
1758057,2025-07-01,1,167,severe_risk,0.9,85.0,0.85,8,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend,0,"The company exhibits a classic pattern of severe credit distress. While it maintains a high quick ratio (suggesting a current cash cushion), it is technically insolvent with liabilities exceeding assets (1.60) and a deteriorating trend over five years. Operating performance is poor, as evidenced by a deeply negative interest coverage ratio. Most critically, the company is experiencing severe governance and compliance failures, including a delisting notice, multiple late filings (NT 10-Q), and a change in certifying accountants within a short window. These 'soft' signals often precede a bankruptcy filing even when cash is still present. The lack of a going concern qualification is noted but outweighed by the combination of insolvency and compliance collapses.",,quick_ratio=3.8 | liabilities_to_assets=1.6 | interest_coverage=-16.09 | ohlson_o_score=0.64
1808220,2025-07-01,1,341,severe_risk,0.9,88.0,0.88,8,model_finished,1,available_periods|check_going_concern|get_metric|get_metric|get_metric|get_metric|get_filing_events|get_trend,0,"The company is in severe distress. The most critical signal is the auditor's 'substantial doubt' going concern warning in the latest 10-Q (filed 2025-05-16). This is compounded by a negative interest coverage ratio, indicating that operating income cannot cover interest payments. Additionally, the company had a late filing notice (NT 10-Q) and has a multi-year history of negative return on assets. While the quick ratio is above 1.0, the lack of operating profitability and the explicit going concern warning make a bankruptcy filing within 12 months highly likely.",,interest_coverage=-0.0967091178569468 | return_on_assets=-0.00196718271620366
1893311,2025-07-01,1,75,severe_risk,1.0,95.0,0.95,8,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events,0,"The company exhibits multiple severe distress signals. Financially, it is technically insolvent (liabilities to assets > 1) and loss-making (ROA -27.7%). The auditor has explicitly issued a 'going concern' doubt in the latest 10-Q. Furthermore, the company's filing history is chaotic, featuring numerous late filings, multiple delisting notices, a non-reliance statement on previous financials (8-K 4.02), and a change in auditors. This combination of insolvency, auditor warnings, and extreme regulatory/reporting failure indicates a very high probability of bankruptcy.",,liabilities_to_assets=1.0123453293341997 | return_on_assets=-0.27717978814251154 | quick_ratio=0.5953393465220899
1901799,2025-07-01,1,321,severe_risk,0.9,85.0,0.85,9,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_trend|get_metric,0,"The company is technically insolvent with liabilities exceeding assets (liabilities-to-assets ratio of 1.21), a condition that deteriorated sharply from 0.87 in the prior year. This is compounded by negative profitability (ROA of -14.6%) and liquidity pressure (quick ratio of 0.85). Qualitative red flags are severe: the company has a history of late filings (NT 10-K and NT 10-Q), a recent change in certifying accountant, and reported material weaknesses in internal controls. While the Ohlson O-Score remains low, the combination of negative equity and governance failures (late filings/auditor change) strongly indicates a high probability of credit distress and potential bankruptcy filing.",,liabilities_to_assets=1.2058 | return_on_assets=-0.1459 | quick_ratio=0.845
